pid,eid,probe,subject,neuron_id,regions,dist_soma,theta,phi,spread,v_above,v_below,type
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,359,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,361,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,675,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,625,VISam4,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,621,VISa4,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,597,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,584,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,566,VISa6b,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,476,VISam4,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,471,VISam4,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,462,VISa4,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,443,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,439,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,419,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,418,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,417,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,407,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,404,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,401,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,399,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,395,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,,,,Und.
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,416,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.08,0.27692307073336264,0.5999999865889493,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,675,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.14,0.47999998927116544,0.39999999105930056,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,396,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.16,0.2790697612041647,-0.5999999865889575,RS2
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,357,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.08,0.5999999865889468,0.3857142770928985,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,359,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.5999999865889507,0.5999999865889558,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,395,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.16,0.5999999865889594,0.6923076888689631,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,361,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.2999999932944831,-0.5684210399263805,RS2
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,362,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.14,0.30769230081484866,-6.82109580964835e-15,RS2
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,366,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.14,0.4999999888241301,0.5999999865889541,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,368,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.16,0.5062500078929578,0.8999999798834364,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,372,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.899999979883426,0.3599999919533728,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,373,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.16,0.749999983236201,1.1999999731779183,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,375,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.14,0.5357142737401374,0.257142851395265,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,380,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.18,0.3920000046491621,-0.5999999865889483,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,381,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.16,0.6666666517655072,-0.14999999664723865,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,382,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.16,0.80769228963897,-0.23999999463558236,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,384,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.14,-0.5999999865889544,-0.3999999910592776,NS
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,385,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.16,0.5999999865889543,0.4888888779613698,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,387,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.14,1.071428547480274,5.98065131487478e-15,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,389,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.8999999798834204,0.5999999865889533,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,390,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.44999998994171597,0.5999999865889555,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,391,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.16,0.8076922896389744,0.7636363465677652,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,354,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.06,0.19999999552965117,-0.003846153760185609,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,346,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.06,0.5999999865889473,-0.5999999865889516,NS
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,399,VISa5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,0.3857142770928966,0.7636363465677568,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,334,VISa6b,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.08,0.007499999832361935,-0.5999999865889516,RS2
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,331,VISa6b,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.06,0.0036585365035911887,-0.29999999329447774,RS2
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,327,VISa6b,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.12,-0.7636363465677626,-0.19999999552965092,RS2
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,325,VISa6b,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.04,-0.039999999105930384,-0.0,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,342,VISa6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.06,0.29999999329447896,-0.19999999552965209,RS1
87ddbc18-7a81-49f7-a9fb-d0add506ee27,bd02e951-760a-448d-9c52-3f2990f9cf42,probe00,ZFM-04083,321,VISa6b,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],15.0,180.0,0.06,0.5999999865889597,-0.19999999552965153,RS1
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,374,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,373,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,361,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,358,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,355,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,342,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,353,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,376,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,341,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,336,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,323,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,322,RSPv2/3,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,451,RSPv6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,390,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,396,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,393,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,447,RSPv6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,444,RSPv6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,441,RSPv6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,437,RSPv6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,432,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,431,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,430,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,419,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,418,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,412,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,400,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,399,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,391,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,408,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
77cb0293-f054-4488-b34e-65869853e20e,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe01,ZFM-03323,732,MOs5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08],10.0,0.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,452,RSPv6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,672,RSPd6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,678,RSPd6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,703,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,706,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
56c34de2-8fc4-4f37-979b-094951ab79ae,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe00,ZFM-03323,709,RSPv5,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,180.0,,,,Und.
77cb0293-f054-4488-b34e-65869853e20e,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe01,ZFM-03323,547,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,0.0,,,,Und.
77cb0293-f054-4488-b34e-65869853e20e,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe01,ZFM-03323,550,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,0.0,,,,Und.
77cb0293-f054-4488-b34e-65869853e20e,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe01,ZFM-03323,551,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,0.0,,,,Und.
77cb0293-f054-4488-b34e-65869853e20e,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe01,ZFM-03323,555,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,0.0,,,,Und.
77cb0293-f054-4488-b34e-65869853e20e,bec8e669-cc9a-4d4d-bdb7-5e9604fe2fcc,probe01,ZFM-03323,556,MOs6a,[-0.1  -0.08 -0.06 -0.04 -0.02  0.    0.02  0.04  0.06  0.08  0.1 ],10.0,0.0,,,,Und.
