,Unnamed: 0,r,r_baseline,time,region_1,region_2,region_pair,subject,eid,date,sert-cre
119,119.0,0.0922620845423427,0.0793079615363175,2.95,Hippocampus,Thalamus,Hippocampus-Thalamus,ZFM-04080,08371a0c-22d9-4f6e-ac22-c15788b39180,2022-07-06,1
120,120.0,0.0084362365517879,-0.0083302474356723,-0.95,Frontal,Sensory,Frontal-Sensory,ZFM-03332,0d04401a-2e75-4449-b699-252000ed2b76,2022-02-16,0
121,121.0,0.0109313738316924,-0.0058351101557677,-0.8500000000000001,Frontal,Sensory,Frontal-Sensory,ZFM-03332,0d04401a-2e75-4449-b699-252000ed2b76,2022-02-16,0
122,122.0,0.0122124072214332,-0.0045540767660269,-0.75,Frontal,Sensory,Frontal-Sensory,ZFM-03332,0d04401a-2e75-4449-b699-252000ed2b76,2022-02-16,0
123,123.0,0.0122823501446805,-0.0044841338427797,-0.6500000000000001,Frontal,Sensory,Frontal-Sensory,ZFM-03332,0d04401a-2e75-4449-b699-252000ed2b76,2022-02-16,0
124,124.0,0.0207248000504417,0.0039583160629815,-0.55,Frontal,Sensory,Frontal-Sensory,ZFM-03332,0d04401a-2e75-4449-b699-252000ed2b76,2022-02-16,0
125,125.0,0.0204046006767602,0.0036381166892999,-0.45,Frontal,Sensory,Frontal-Sensory,ZFM-03332,0d04401a-2e75-4449-b699-252000ed2b76,2022-02-16,0
126,126.0,0.0163329229693738,-0.0004335610180864,-0.35,Frontal,Sensory,Frontal-Sensory,ZFM-03332,0d04401a-2e75-4449-b699-252000ed2b76,2022-02-16,0
127,127.0,0.0112062398810268,-0.0055602441064333,-0.25,Frontal,Sensory,Frontal-Sensory,ZFM-03332,0d04401a-2e75-4449-b699-252000ed2b76,2022-02-16,0
128,128.0,0.0358828859878209,0.0191164020003607,-0.15,Frontal,Sensory,Frontal-Sensory,ZFM-03332,0d04401a-2e75-4449-b699-252000ed2b76,2022-02-16,0
129,129.0,0.0192510225595846,0.0024845385721243,-0.05,Frontal,Sensory,Frontal-Sensory,ZFM-03332,0d04401a-2e75-4449-b699-252000ed2b76,2022-02-16,0
130,130.0,0.0090987997869796,-0.0076676842004806,0.05,Frontal,Sensory,Frontal-Sensory,ZFM-03332,0d04401a-2e75-4449-b699-252000ed2b76,2022-02-16,0
